Time(s),Kn,Chamber Pressure(Pa),Thrust(N),Propellant Mass(G1;kg),Volume Loading(%),Mass Flow(G1;kg/s),Mass Flux(G1;kg/(m^2*s)),Regression Depth(G1;m),Web(G1;m),Nozzle Exit Pressure(Pa),Change in Throat Diameter(m)
0.0229,34.84603,94231.62183,14.2532,0.05726,74.64398,0.01198,95.61567,4e-05,0.00596,20670.78581,0.0
0.023,34.84681,94235.43647,14.25378,0.05726,74.64242,0.01198,95.61452,4e-05,0.00596,20671.62259,0.0
0.0231,34.8476,94239.25122,14.25436,0.05726,74.64085,0.01198,95.61337,4e-05,0.00596,20672.4594,0.0
0.0232,34.84838,94243.06609,14.25493,0.05726,74.63929,0.01198,95.61222,4e-05,0.00596,20673.29624,0.0
0.0233,34.84916,94246.88107,14.25551,0.05726,74.63773,0.01198,95.61107,4e-05,0.00596,20674.1331,0.0
0.0234,34.84995,94250.69616,14.25609,0.05726,74.63617,0.01198,95.60992,4e-05,0.00596,20674.96998,0.0
0.0235,34.85073,94254.51136,14.25666,0.05726,74.63461,0.01198,95.60877,4e-05,0.00596,20675.80689,0.0
0.0236,34.85152,94258.32668,14.25724,0.05726,74.63304,0.01198,95.60762,4e-05,0.00596,20676.64382,0.0
0.0237,34.8523,94262.14212,14.25782,0.05725,74.63148,0.01199,95.60647,4e-05,0.00596,20677.48078,0.0
0.0238,34.85309,94265.95766,14.2584,0.05725,74.62992,0.01199,95.60532,4e-05,0.00596,20678.31777,0.0
0.0239,34.85387,94269.77332,14.25897,0.05725,74.62836,0.01199,95.60417,4e-05,0.00596,20679.15477,0.0
0.024,34.85465,94273.5891,14.25955,0.05725,74.62679,0.01199,95.60302,4e-05,0.00596,20679.99181,0.0
0.0241,34.85544,94277.40498,14.26013,0.05725,74.62523,0.01199,95.60187,4e-05,0.00596,20680.82887,0.0
0.0242,34.85622,94281.22099,14.2607,0.05725,74.62367,0.01199,95.60072,4e-05,0.00596,20681.66595,0.0
0.0243,34.85701,94285.0371,14.26128,0.05725,74.62211,0.01199,95.59957,4e-05,0.00596,20682.50306,0.0
0.0244,34.85779,94288.85333,14.26186,0.05725,74.62054,0.01199,95.59842,4e-05,0.00596,20683.34019,0.0
0.0245,34.85858,94292.66967,14.26244,0.05724,74.61898,0.01199,95.59727,4e-05,0.00596,20684.17735,0.0
0.0246,34.85936,94296.48613,14.26301,0.05724,74.61742,0.01199,95.59612,4e-05,0.00596,20685.01453,0.0
0.0247,34.86015,94300.3027,14.26359,0.05724,74.61585,0.01199,95.59497,4e-05,0.00596,20685.85174,0.0
0.0248,34.86093,94304.11938,14.26417,0.05724,74.61429,0.01199,95.59382,4e-05,0.00596,20686.68897,0.0
0.0249,34.86171,94307.93617,14.26475,0.05724,74.61273,0.01199,95.59268,4e-05,0.00596,20687.52623,0.0
0.025,34.8625,94311.75308,14.26532,0.05724,74.61116,0.01199,95.59153,4e-05,0.00596,20688.36352,0.0
0.0251,34.86328,94315.57011,14.2659,0.05724,74.6096,0.01199,95.59038,4e-05,0.00596,20689.20082,0.0
0.0252,34.86407,94319.38725,14.26648,0.05724,74.60804,0.01199,95.58923,4e-05,0.00596,20690.03816,0.0
0.0253,34.86485,94323.2045,14.26705,0.05723,74.60647,0.01199,95.58808,4e-05,0.00596,20690.87551,0.0
0.0254,34.86564,94327.02186,14.26763,0.05723,74.60491,0.01199,95.58693,4e-05,0.00596,20691.7129,0.0
0.0255,34.86642,94330.83934,14.26821,0.05723,74.60335,0.01199,95.58578,4e-05,0.00596,20692.5503,0.0
0.0256,34.86721,94334.65693,14.26879,0.05723,74.60178,0.01199,95.58463,4e-05,0.00596,20693.38774,0.0
0.0257,34.86799,94338.47464,14.26936,0.05723,74.60022,0.01199,95.58348,4e-05,0.00596,20694.22519,0.0
0.0258,34.86877,94342.29246,14.26994,0.05723,74.59866,0.012,95.58233,4e-05,0.00596,20695.06268,0.0
0.0259,34.86956,94346.11039,14.27052,0.05723,74.59709,0.012,95.58118,4e-05,0.00596,20695.90018,0.0
0.026,34.87034,94349.92844,14.2711,0.05723,74.59553,0.012,95.58003,4e-05,0.00596,20696.73772,0.0
0.0261,34.87113,94353.7466,14.27167,0.05723,74.59397,0.012,95.57888,4e-05,0.00596,20697.57527,0.0
0.0262,34.87191,94357.56487,14.27225,0.05722,74.5924,0.012,95.57774,4e-05,0.00596,20698.41286,0.0
0.0263,34.8727,94361.38326,14.27283,0.05722,74.59084,0.012,95.57659,4e-05,0.00596,20699.25046,0.0
0.0264,34.87348,94365.20176,14.27341,0.05722,74.58927,0.012,95.57544,4e-05,0.00596,20700.08809,0.0
0.0265,34.87427,94369.02037,14.27398,0.05722,74.58771,0.012,95.57429,5e-05,0.00595,20700.92575,0.0
0.0266,34.87505,94372.8391,14.27456,0.05722,74.58614,0.012,95.57314,5e-05,0.00595,20701.76343,0.0
0.0267,34.87584,94376.65794,14.27514,0.05722,74.58458,0.012,95.57199,5e-05,0.00595,20702.60114,0.0
0.0268,34.87662,94380.4769,14.27572,0.05722,74.58302,0.012,95.57084,5e-05,0.00595,20703.43887,0.0
0.0269,34.87741,94384.29597,14.27629,0.05722,74.58145,0.012,95.56969,5e-05,0.00595,20704.27663,0.0
0.027,34.87819,94388.11515,14.27687,0.05721,74.57989,0.012,95.56854,5e-05,0.00595,20705.11441,0.0
0.0271,34.87898,94391.93445,14.27745,0.05721,74.57832,0.012,95.56739,5e-05,0.00595,20705.95222,0.0
0.0272,34.87976,94395.75386,14.27803,0.05721,74.57676,0.012,95.56625,5e-05,0.00595,20706.79005,0.0
0.0273,34.88054,94399.57338,14.27861,0.05721,74.57519,0.012,95.5651,5e-05,0.00595,20707.6279,0.0
0.0274,34.88133,94403.39302,14.27918,0.05721,74.57363,0.012,95.56395,5e-05,0.00595,20708.46579,0.0
0.0275,34.88211,94407.21277,14.27976,0.05721,74.57206,0.012,95.5628,5e-05,0.00595,20709.30369,0.0
0.0276,34.8829,94411.03264,14.28034,0.05721,74.5705,0.012,95.56165,5e-05,0.00595,20710.14162,0.0
0.0277,34.88368,94414.85262,14.28092,0.05721,74.56893,0.012,95.5605,5e-05,0.00595,20710.97958,0.0
0.0278,34.88447,94418.67271,14.28149,0.0572,74.56737,0.01201,95.55935,5e-05,0.00595,20711.81756,0.0
0.0279,34.88525,94422.49291,14.28207,0.0572,74.5658,0.01201,95.5582,5e-05,0.00595,20712.65557,0.0
0.028,34.88604,94426.31323,14.28265,0.0572,74.56424,0.01201,95.55706,5e-05,0.00595,20713.4936,0.0
0.0281,34.88682,94430.13367,14.28323,0.0572,74.56267,0.01201,95.55591,5e-05,0.00595,20714.33165,0.0
0.0282,34.88761,94433.95421,14.28381,0.0572,74.56111,0.01201,95.55476,5e-05,0.00595,20715.16973,0.0
0.0283,34.88839,94437.77488,14.28438,0.0572,74.55954,0.01201,95.55361,5e-05,0.00595,20716.00784,0.0
0.0284,34.88918,94441.59565,14.28496,0.0572,74.55798,0.01201,95.55246,5e-05,0.00595,20716.84597,0.0
0.0285,34.88996,94445.41654,14.28554,0.0572,74.55641,0.01201,95.55131,5e-05,0.00595,20717.68413,0.0
0.0286,34.89075,94449.23754,14.28612,0.0572,74.55485,0.01201,95.55016,5e-05,0.00595,20718.52231,0.0
0.0287,34.89153,94453.05866,14.2867,0.05719,74.55328,0.01201,95.54901,5e-05,0.00595,20719.36051,0.0
0.0288,34.89232,94456.87988,14.28727,0.05719,74.55172,0.01201,95.54787,5e-05,0.00595,20720.19874,0.0
0.0289,34.8931,94460.70123,14.28785,0.05719,74.55015,0.01201,95.54672,5e-05,0.00595,20721.037,0.0
0.029,34.89389,94464.52268,14.28843,0.05719,74.54858,0.01201,95.54557,5e-05,0.00595,20721.87528,0.0
0.0291,34.89467,94468.34425,14.28901,0.05719,74.54702,0.01201,95.54442,5e-05,0.00595,20722.71358,0.0
0.0292,34.89546,94472.16594,14.28959,0.05719,74.54545,0.01201,95.54327,5e-05,0.00595,20723.55191,0.0
0.0293,34.89624,94475.98774,14.29016,0.05719,74.54389,0.01201,95.54212,5e-05,0.00595,20724.39027,0.0
0.0294,34.89703,94479.80965,14.29074,0.05719,74.54232,0.01201,95.54097,5e-05,0.00595,20725.22865,0.0
0.0295,34.89781,94483.63167,14.29132,0.05718,74.54076,0.01201,95.53983,5e-05,0.00595,20726.06705,0.0
0.0296,34.89859,94487.45381,14.2919,0.05718,74.53919,0.01201,95.53868,5e-05,0.00595,20726.90548,0.0
0.0297,34.89938,94491.27606,14.29248,0.05718,74.53762,0.01201,95.53753,5e-05,0.00595,20727.74394,0.0
0.0298,34.90016,94495.09843,14.29305,0.05718,74.53606,0.01201,95.53638,5e-05,0.00595,20728.58242,0.0
0.0299,34.90095,94498.92091,14.29363,0.05718,74.53449,0.01202,95.53523,5e-05,0.00595,20729.42092,0.0
0.03,34.90173,94502.7435,14.29421,0.05718,74.53292,0.01202,95.53408,5e-05,0.00595,20730.25945,0.0
0.0301,34.90252,94506.56621,14.29479,0.05718,74.53136,0.01202,95.53294,5e-05,0.00595,20731.09801,0.0
0.0302,34.9033,94510.38903,14.29537,0.05718,74.52979,0.01202,95.53179,5e-05,0.00595,20731.93659,0.0
0.0303,34.90409,94514.21197,14.29595,0.05717,74.52822,0.01202,95.53064,5e-05,0.00595,20732.77519,0.0
0.0304,34.90487,94518.03501,14.29652,0.05717,74.52666,0.01202,95.52949,5e-05,0.00595,20733.61382,0.0
0.0305,34.90566,94521.85818,14.2971,0.05717,74.52509,0.01202,95.52834,5e-05,0.00595,20734.45247,0.0
0.0306,34.90644,94525.68145,14.29768,0.05717,74.52352,0.01202,95.52719,5e-05,0.00595,20735.29115,0.0
0.0307,34.90723,94529.50484,14.29826,0.05717,74.52196,0.01202,95.52605,5e-05,0.00595,20736.12986,0.0
0.0308,34.90801,94533.32834,14.29884,0.05717,74.52039,0.01202,95.5249,5e-05,0.00595,20736.96859,0.0
0.0309,34.9088,94537.15196,14.29942,0.05717,74.51882,0.01202,95.52375,5e-05,0.00595,20737.80734,0.0
0.031,34.90958,94540.97569,14.29999,0.05717,74.51726,0.01202,95.5226,5e-05,0.00595,20738.64612,0.0
0.0311,34.91037,94544.79954,14.30057,0.05717,74.51569,0.01202,95.52145,5e-05,0.00595,20739.48492,0.0
0.0312,34.91115,94548.62349,14.30115,0.05716,74.51412,0.01202,95.52031,5e-05,0.00595,20740.32375,0.0
0.0313,34.91194,94552.44757,14.30173,0.05716,74.51256,0.01202,95.51916,5e-05,0.00595,20741.16261,0.0
0.0314,34.91272,94556.27175,14.30231,0.05716,74.51099,0.01202,95.51801,5e-05,0.00595,20742.00149,0.0
0.0315,34.91351,94560.09605,14.30289,0.05716,74.50942,0.01202,95.51686,5e-05,0.00595,20742.84039,0.0
0.0316,34.9143,94563.92046,14.30346,0.05716,74.50785,0.01202,95.51571,5e-05,0.00595,20743.67932,0.0
0.0317,34.91508,94567.74499,14.30404,0.05716,74.50629,0.01202,95.51456,5e-05,0.00595,20744.51827,0.0
0.0318,34.91587,94571.56963,14.30462,0.05716,74.50472,0.01202,95.51342,5e-05,0.00595,20745.35725,0.0
0.0319,34.91665,94575.39438,14.3052,0.05716,74.50315,0.01202,95.51227,5e-05,0.00595,20746.19626,0.0
0.032,34.91744,94579.21925,14.30578,0.05715,74.50158,0.01203,95.51112,5e-05,0.00595,20747.03528,0.0
0.0321,34.91822,94583.04423,14.30636,0.05715,74.50002,0.01203,95.50997,5e-05,0.00595,20747.87434,0.0
0.0322,34.91901,94586.86933,14.30694,0.05715,74.49845,0.01203,95.50883,5e-05,0.00595,20748.71342,0.0
0.0323,34.91979,94590.69454,14.30751,0.05715,74.49688,0.01203,95.50768,5e-05,0.00595,20749.55252,0.0
0.0324,34.92058,94594.51986,14.30809,0.05715,74.49531,0.01203,95.50653,6e-05,0.00594,20750.39165,0.0
0.0325,34.92136,94598.3453,14.30867,0.05715,74.49374,0.01203,95.50538,6e-05,0.00594,20751.2308,0.0
0.0326,34.92215,94602.17085,14.30925,0.05715,74.49218,0.01203,95.50423,6e-05,0.00594,20752.06998,0.0
0.0327,34.92293,94605.99651,14.30983,0.05715,74.49061,0.01203,95.50309,6e-05,0.00594,20752.90918,0.0
0.0328,34.92372,94609.82229,14.31041,0.05714,74.48904,0.01203,95.50194,6e-05,0.00594,20753.74841,0.0
0.0329,34.9245,94613.64818,14.31099,0.05714,74.48747,0.01203,95.50079,6e-05,0.00594,20754.58766,0.0
0.033,34.92529,94617.47418,14.31156,0.05714,74.4859,0.01203,95.49964,6e-05,0.00594,20755.42694,0.0
0.0331,34.92607,94621.3003,14.31214,0.05714,74.48434,0.01203,95.49849,6e-05,0.00594,20756.26624,0.0
0.0332,34.92686,94625.12654,14.31272,0.05714,74.48277,0.01203,95.49735,6e-05,0.00594,20757.10557,0.0
0.0333,34.92764,94628.95288,14.3133,0.05714,74.4812,0.01203,95.4962,6e-05,0.00594,20757.94493,0.0
0.0334,34.92843,94632.77934,14.31388,0.05714,74.47963,0.01203,95.49505,6e-05,0.00594,20758.7843,0.0
0.0335,34.92921,94636.60592,14.31446,0.05714,74.47806,0.01203,95.4939,6e-05,0.00594,20759.62371,0.0
0.0336,34.93,94640.4326,14.31504,0.05714,74.47649,0.01203,95.49276,6e-05,0.00594,20760.46313,0.0
0.0337,34.93078,94644.25941,14.31562,0.05713,74.47492,0.01203,95.49161,6e-05,0.00594,20761.30259,0.0
0.0338,34.93157,94648.08632,14.3162,0.05713,74.47336,0.01203,95.49046,6e-05,0.00594,20762.14206,0.0
0.0339,34.93235,94651.91335,14.31677,0.05713,74.47179,0.01203,95.48931,6e-05,0.00594,20762.98157,0.0
0.034,34.93314,94655.74049,14.31735,0.05713,74.47022,0.01204,95.48817,6e-05,0.00594,20763.82109,0.0
0.0341,34.93393,94659.56775,14.31793,0.05713,74.46865,0.01204,95.48702,6e-05,0.00594,20764.66065,0.0
0.0342,34.93471,94663.39512,14.31851,0.05713,74.46708,0.01204,95.48587,6e-05,0.00594,20765.50022,0.0
0.0343,34.9355,94667.2226,14.31909,0.05713,74.46551,0.01204,95.48472,6e-05,0.00594,20766.33983,0.0
0.0344,34.93628,94671.0502,14.31967,0.05713,74.46394,0.01204,95.48358,6e-05,0.00594,20767.17945,0.0
0.0345,34.93707,94674.87791,14.32025,0.05712,74.46237,0.01204,95.48243,6e-05,0.00594,20768.01911,0.0
0.0346,34.93785,94678.70574,14.32083,0.05712,74.4608,0.01204,95.48128,6e-05,0.00594,20768.85878,0.0
0.0347,34.93864,94682.53368,14.32141,0.05712,74.45923,0.01204,95.48013,6e-05,0.00594,20769.69849,0.0
0.0348,34.93942,94686.36173,14.32198,0.05712,74.45766,0.01204,95.47899,6e-05,0.00594,20770.53821,0.0
0.0349,34.94021,94690.18989,14.32256,0.05712,74.45609,0.01204,95.47784,6e-05,0.00594,20771.37797,0.0
0.035,34.94099,94694.01818,14.32314,0.05712,74.45453,0.01204,95.47669,6e-05,0.00594,20772.21774,0.0
0.0351,34.94178,94697.84657,14.32372,0.05712,74.45296,0.01204,95.47554,6e-05,0.00594,20773.05754,0.0
0.0352,34.94256,94701.67508,14.3243,0.05712,74.45139,0.01204,95.4744,6e-05,0.00594,20773.89737,0.0
0.0353,34.94335,94705.5037,14.32488,0.05711,74.44982,0.01204,95.47325,6e-05,0.00594,20774.73722,0.0
0.0354,34.94414,94709.33243,14.32546,0.05711,74.44825,0.01204,95.4721,6e-05,0.00594,20775.5771,0.0
0.0355,34.94492,94713.16128,14.32604,0.05711,74.44668,0.01204,95.47095,6e-05,0.00594,20776.417,0.0
0.0356,34.94571,94716.99025,14.32662,0.05711,74.44511,0.01204,95.46981,6e-05,0.00594,20777.25693,0.0
0.0357,34.94649,94720.81932,14.3272,0.05711,74.44354,0.01204,95.46866,6e-05,0.00594,20778.09688,0.0
0.0358,34.94728,94724.64851,14.32778,0.05711,74.44197,0.01204,95.46751,6e-05,0.00594,20778.93686,0.0
0.0359,34.94806,94728.47782,14.32835,0.05711,74.4404,0.01204,95.46637,6e-05,0.00594,20779.77686,0.0
0.036,34.94885,94732.30723,14.32893,0.05711,74.43883,0.01204,95.46522,6e-05,0.00594,20780.61689,0.0
0.0361,34.94963,94736.13677,14.32951,0.0571,74.43726,0.01205,95.46407,6e-05,0.00594,20781.45694,0.0
0.0362,34.95042,94739.96641,14.33009,0.0571,74.43569,0.01205,95.46292,6e-05,0.00594,20782.29701,0.0
0.0363,34.9512,94743.79617,14.33067,0.0571,74.43412,0.01205,95.46178,6e-05,0.00594,20783.13712,0.0
0.0364,34.95199,94747.62604,14.33125,0.0571,74.43254,0.01205,95.46063,6e-05,0.00594,20783.97724,0.0
0.0365,34.95278,94751.45603,14.33183,0.0571,74.43097,0.01205,95.45948,6e-05,0.00594,20784.81739,0.0
0.0366,34.95356,94755.28613,14.33241,0.0571,74.4294,0.01205,95.45834,6e-05,0.00594,20785.65757,0.0
0.0367,34.95435,94759.11635,14.33299,0.0571,74.42783,0.01205,95.45719,6e-05,0.00594,20786.49777,0.0
0.0368,34.95513,94762.94667,14.33357,0.0571,74.42626,0.01205,95.45604,6e-05,0.00594,20787.338,0.0
0.0369,34.95592,94766.77712,14.33415,0.0571,74.42469,0.01205,95.45489,6e-05,0.00594,20788.17825,0.0
0.037,34.9567,94770.60767,14.33473,0.05709,74.42312,0.01205,95.45375,6e-05,0.00594,20789.01853,0.0
0.0371,34.95749,94774.43834,14.33531,0.05709,74.42155,0.01205,95.4526,6e-05,0.00594,20789.85883,0.0
0.0372,34.95828,94778.26913,14.33589,0.05709,74.41998,0.01205,95.45145,6e-05,0.00594,20790.69915,0.0
0.0373,34.95906,94782.10002,14.33647,0.05709,74.41841,0.01205,95.45031,6e-05,0.00594,20791.53951,0.0
0.0374,34.95985,94785.93103,14.33705,0.05709,74.41684,0.01205,95.44916,6e-05,0.00594,20792.37988,0.0
0.0375,34.96063,94789.76216,14.33762,0.05709,74.41527,0.01205,95.44801,6e-05,0.00594,20793.22028,0.0
0.0376,34.96142,94793.5934,14.3382,0.05709,74.41369,0.01205,95.44687,6e-05,0.00594,20794.06071,0.0
0.0377,34.9622,94797.42475,14.33878,0.05709,74.41212,0.01205,95.44572,6e-05,0.00594,20794.90116,0.0
0.0378,34.96299,94801.25622,14.33936,0.05708,74.41055,0.01205,95.44457,6e-05,0.00594,20795.74164,0.0
0.0379,34.96377,94805.0878,14.33994,0.05708,74.40898,0.01205,95.44343,6e-05,0.00594,20796.58214,0.0
0.038,34.96456,94808.91949,14.34052,0.05708,74.40741,0.01205,95.44228,6e-05,0.00594,20797.42266,0.0
0.0381,34.96535,94812.7513,14.3411,0.05708,74.40584,0.01206,95.44113,6e-05,0.00594,20798.26321,0.0
0.0382,34.96613,94816.58322,14.34168,0.05708,74.40427,0.01206,95.43998,7e-05,0.00593,20799.10379,0.0
0.0383,34.96692,94820.41525,14.34226,0.05708,74.40269,0.01206,95.43884,7e-05,0.00593,20799.94439,0.0
0.0384,34.9677,94824.2474,14.34284,0.05708,74.40112,0.01206,95.43769,7e-05,0.00593,20800.78502,0.0
0.0385,34.96849,94828.07967,14.34342,0.05708,74.39955,0.01206,95.43654,7e-05,0.00593,20801.62567,0.0
0.0386,34.96927,94831.91204,14.344,0.05707,74.39798,0.01206,95.4354,7e-05,0.00593,20802.46634,0.0
0.0387,34.97006,94835.74453,14.34458,0.05707,74.39641,0.01206,95.43425,7e-05,0.00593,20803.30704,0.0
0.0388,34.97085,94839.57714,14.34516,0.05707,74.39484,0.01206,95.4331,7e-05,0.00593,20804.14777,0.0
0.0389,34.97163,94843.40986,14.34574,0.05707,74.39326,0.01206,95.43196,7e-05,0.00593,20804.98852,0.0
0.039,34.97242,94847.24269,14.34632,0.05707,74.39169,0.01206,95.43081,7e-05,0.00593,20805.8293,0.0
0.0391,34.9732,94851.07563,14.3469,0.05707,74.39012,0.01206,95.42966,7e-05,0.00593,20806.6701,0.0
0.0392,34.97399,94854.90869,14.34748,0.05707,74.38855,0.01206,95.42852,7e-05,0.00593,20807.51092,0.0
0.0393,34.97478,94858.74187,14.34806,0.05707,74.38697,0.01206,95.42737,7e-05,0.00593,20808.35177,0.0
0.0394,34.97556,94862.57515,14.34864,0.05707,74.3854,0.01206,95.42623,7e-05,0.00593,20809.19265,0.0
0.0395,34.97635,94866.40856,14.34922,0.05706,74.38383,0.01206,95.42508,7e-05,0.00593,20810.03355,0.0
0.0396,34.97713,94870.24207,14.3498,0.05706,74.38226,0.01206,95.42393,7e-05,0.00593,20810.87447,0.0
0.0397,34.97792,94874.0757,14.35038,0.05706,74.38069,0.01206,95.42279,7e-05,0.00593,20811.71542,0.0
0.0398,34.9787,94877.90944,14.35096,0.05706,74.37911,0.01206,95.42164,7e-05,0.00593,20812.5564,0.0
0.0399,34.97949,94881.7433,14.35154,0.05706,74.37754,0.01206,95.42049,7e-05,0.00593,20813.3974,0.0
0.04,34.98028,94885.57727,14.35212,0.05706,74.37597,0.01206,95.41935,7e-05,0.00593,20814.23842,0.0
0.0401,34.98106,94889.41135,14.3527,0.05706,74.37439,0.01206,95.4182,7e-05,0.00593,20815.07947,0.0
0.0402,34.98185,94893.24555,14.35328,0.05706,74.37282,0.01207,95.41705,7e-05,0.00593,20815.92055,0.0
0.0403,34.98263,94897.07986,14.35386,0.05705,74.37125,0.01207,95.41591,7e-05,0.00593,20816.76165,0.0
0.0404,34.98342,94900.91429,14.35444,0.05705,74.36968,0.01207,95.41476,7e-05,0.00593,20817.60278,0.0
0.0405,34.98421,94904.74883,14.35502,0.05705,74.3681,0.01207,95.41361,7e-05,0.00593,20818.44393,0.0
0.0406,34.98499,94908.58348,14.3556,0.05705,74.36653,0.01207,95.41247,7e-05,0.00593,20819.2851,0.0
0.0407,34.98578,94912.41825,14.35618,0.05705,74.36496,0.01207,95.41132,7e-05,0.00593,20820.1263,0.0
0.0408,34.98656,94916.25313,14.35676,0.05705,74.36338,0.01207,95.41018,7e-05,0.00593,20820.96753,0.0
0.0409,34.98735,94920.08812,14.35734,0.05705,74.36181,0.01207,95.40903,7e-05,0.00593,20821.80878,0.0
0.041,34.98814,94923.92323,14.35792,0.05705,74.36024,0.01207,95.40788,7e-05,0.00593,20822.65005,0.0
0.0411,34.98892,94927.75846,14.3585,0.05704,74.35866,0.01207,95.40674,7e-05,0.00593,20823.49135,0.0
0.0412,34.98971,94931.59379,14.35908,0.05704,74.35709,0.01207,95.40559,7e-05,0.00593,20824.33268,0.0
0.0413,34.99049,94935.42924,14.35966,0.05704,74.35552,0.01207,95.40444,7e-05,0.00593,20825.17403,0.0
0.0414,34.99128,94939.26481,14.36024,0.05704,74.35394,0.01207,95.4033,7e-05,0.00593,20826.0154,0.0
0.0415,34.99207,94943.10048,14.36082,0.05704,74.35237,0.01207,95.40215,7e-05,0.00593,20826.8568,0.0
0.0416,34.99285,94946.93628,14.3614,0.05704,74.3508,0.01207,95.40101,7e-05,0.00593,20827.69823,0.0
0.0417,34.99364,94950.77218,14.36198,0.05704,74.34922,0.01207,95.39986,7e-05,0.00593,20828.53968,0.0
0.0418,34.99442,94954.6082,14.36256,0.05704,74.34765,0.01207,95.39871,7e-05,0.00593,20829.38115,0.0
0.0419,34.99521,94958.44433,14.36314,0.05703,74.34607,0.01207,95.39757,7e-05,0.00593,20830.22265,0.0
0.042,34.996,94962.28058,14.36372,0.05703,74.3445,0.01207,95.39642,7e-05,0.00593,20831.06417,0.0
0.0421,34.99678,94966.11694,14.3643,0.05703,74.34293,0.01207,95.39528,7e-05,0.00593,20831.90572,0.0
0.0422,34.99757,94969.95342,14.36488,0.05703,74.34135,0.01208,95.39413,7e-05,0.00593,20832.7473,0.0
0.0423,34.99835,94973.79001,14.36546,0.05703,74.33978,0.01208,95.39298,7e-05,0.00593,20833.5889,0.0
0.0424,34.99914,94977.62671,14.36604,0.05703,74.3382,0.01208,95.39184,7e-05,0.00593,20834.43052,0.0
0.0425,34.99993,94981.46353,14.36662,0.05703,74.33663,0.01208,95.39069,7e-05,0.00593,20835.27217,0.0
0.0426,35.00071,94985.30046,14.3672,0.05703,74.33505,0.01208,95.38955,7e-05,0.00593,20836.11385,0.0
0.0427,35.0015,94989.1375,14.36778,0.05703,74.33348,0.01208,95.3884,7e-05,0.00593,20836.95555,0.0
0.0428,35.00228,94992.97466,14.36836,0.05702,74.33191,0.01208,95.38725,7e-05,0.00593,20837.79727,0.0
0.0429,35.00307,94996.81193,14.36894,0.05702,74.33033,0.01208,95.38611,7e-05,0.00593,20838.63902,0.0
0.043,35.00386,95000.64932,14.36952,0.05702,74.32876,0.01208,95.38496,7e-05,0.00593,20839.4808,0.0
0.0431,35.00464,95004.48682,14.3701,0.05702,74.32718,0.01208,95.38382,7e-05,0.00593,20840.3226,0.0
0.0432,35.00543,95008.32443,14.37068,0.05702,74.32561,0.01208,95.38267,7e-05,0.00593,20841.16442,0.0
0.0433,35.00621,95012.16216,14.37126,0.05702,74.32403,0.01208,95.38153,7e-05,0.00593,20842.00627,0.0
0.0434,35.007,95016.0,14.37184,0.05702,74.32246,0.01208,95.38038,7e-05,0.00593,20842.84814,0.0
0.0435,35.00779,95019.83795,14.37243,0.05702,74.32088,0.01208,95.37923,7e-05,0.00593,20843.69004,0.0
0.0436,35.00857,95023.67602,14.37301,0.05701,74.31931,0.01208,95.37809,7e-05,0.00593,20844.53197,0.0
0.0437,35.00936,95027.51421,14.37359,0.05701,74.31773,0.01208,95.37694,7e-05,0.00593,20845.37392,0.0
0.0438,35.01015,95031.3525,14.37417,0.05701,74.31616,0.01208,95.3758,7e-05,0.00593,20846.21589,0.0
0.0439,35.01093,95035.19091,14.37475,0.05701,74.31458,0.01208,95.37465,7e-05,0.00593,20847.05789,0.0
0.044,35.01172,95039.02944,14.37533,0.05701,74.31301,0.01208,95.37351,7e-05,0.00593,20847.89992,0.0
0.0441,35.0125,95042.86808,14.37591,0.05701,74.31143,0.01208,95.37236,8e-05,0.00592,20848.74197,0.0
0.0442,35.01329,95046.70683,14.37649,0.05701,74.30986,0.01208,95.37121,8e-05,0.00592,20849.58404,0.0
0.0443,35.01408,95050.5457,14.37707,0.05701,74.30828,0.01209,95.37007,8e-05,0.00592,20850.42614,0.0
0.0444,35.01486,95054.38468,14.37765,0.057,74.30671,0.01209,95.36892,8e-05,0.00592,20851.26826,0.0
0.0445,35.01565,95058.22377,14.37823,0.057,74.30513,0.01209,95.36778,8e-05,0.00592,20852.11041,0.0
0.0446,35.01644,95062.06298,14.37881,0.057,74.30355,0.01209,95.36663,8e-05,0.00592,20852.95259,0.0
0.0447,35.01722,95065.9023,14.37939,0.057,74.30198,0.01209,95.36549,8e-05,0.00592,20853.79479,0.0
0.0448,35.01801,95069.74174,14.37997,0.057,74.3004,0.01209,95.36434,8e-05,0.00592,20854.63701,0.0
0.0449,35.01879,95073.58129,14.38055,0.057,74.29883,0.01209,95.3632,8e-05,0.00592,20855.47926,0.0
